0,-0.0015515906914189692,0.0,107.6,91.0,0.0
1,0.01562531790308075,0.0,107.7,90.1,0.0
2,0.022517891874958895,0.0,96.9,90.2,0.0
3,-0.030361069335984592,0.0,104.2,89.3,0.0
4,0.015748356968139365,0.0,95.2,88.9,0.0
5,-0.015748356968139365,0.0,95.8,88.8,0.0
6,0.004298440760214461,0.0,37.67,89.44,0.0
7,0.09347991445822323,0.0,8.0,88.8,0.0
8,-0.089935177757412,0.0,8.0,88.9,838.3
9,-0.1530251873055235,0.0,7.9,88.1,1179.89
10,-0.02006756305080959,0.0,8.0,87.7,707.8
11,0.006644542718668767,0.0,8.0,35.0,0.0
12,0.013245226750020489,0.0,8.0,0.0,0.0
13,-0.013245226750020489,0.0,8.0,0.0,0.0
14,-0.006644542718668767,0.0,8.0,0.0,0.0
15,0.006644542718668767,0.0,7.9,0.0,0.0
16,0.0,0.0,8.0,0.0,0.0
17,1.027235625825882,0.0,7.9,0.0,0.0
18,0.3207526364332689,0.0,8.0,0.0,0.0
19,-0.10807639132000801,0.0,8.0,0.0,0.0
20,-0.020065717456916765,0.0,8.0,0.0,0.0
21,-0.05461417747272046,0.0,8.0,0.0,0.0
22,-0.027398974188114433,0.0,8.0,0.0,0.0
23,0.2384110234449981,0.0,8.0,0.0,0.0
24,-0.03709644257220068,0.0,8.0,0.0,0.0
25,0.020118106037782635,0.0,8.0,0.0,0.0
26,-0.0017137964777349524,0.0,8.0,0.0,0.0
27,-0.08592043945448546,0.0,22.6,0.0,0.0
28,-0.08582261910148592,0.0,104.6,0.0,0.0
29,-1.3850750531567564,0.0,103.89,0.0,0.0
30,0.16647639663550118,0.0,101.7,0.0,0.0
31,0.03625603079947659,0.0,101.1,0.0,0.0
32,0.11344155410104229,591.7,100.9,0.0,131.4
33,0.05461417747272046,2925.1,99.6,0.0,351.5
34,0.00794654826129948,2959.8,100.3,0.0,0.0
35,-0.28782638300834895,2662.3,100.9,0.0,0.0
36,-0.012446942888499013,0.0,101.3,85.8,0.0
